,Unnamed: 0,disp_id,client_id,account_id,type,birth_number,client_district_id,client_district_name,client_district_region,client_district_no. of inhabitants,client_district_no. of municipalities with inhabitants < 499,client_district_no. of municipalities with inhabitants 500-1999,client_district_no. of municipalities with inhabitants 2000-9999,client_district_no. of municipalities with inhabitants >10000,client_district_no. of cities,client_district_ratio of urban inhabitants,client_district_average salary,client_district_unemploymant rate '95,client_district_unemploymant rate '96,client_district_no. of enterpreneurs per 1000 inhabitants,client_district_no. of commited crimes '95,client_district_no. of commited crimes '96,account_district_id,frequency,date,account_district_name,account_district_region,account_district_no. of inhabitants,account_district_no. of municipalities with inhabitants < 499,account_district_no. of municipalities with inhabitants 500-1999,account_district_no. of municipalities with inhabitants 2000-9999,account_district_no. of municipalities with inhabitants >10000,account_district_no. of cities,account_district_ratio of urban inhabitants,account_district_average salary,account_district_unemploymant rate '95,account_district_unemploymant rate '96,account_district_no. of enterpreneurs per 1000 inhabitants,account_district_no. of commited crimes '95,account_district_no. of commited crimes '96,gender
3748,1187,1248,1248,1040,OWNER,710624,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,2,960518,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3749,1340,1416,1416,1176,OWNER,271202,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,2,961024,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3750,1411,1491,1491,1236,OWNER,820421,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,2,930505,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3751,1571,1663,1663,1375,OWNER,570429,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,2,940427,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3752,1611,1705,1705,1407,OWNER,460701,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,0,970411,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3753,1612,1706,1706,1407,DISPONENT,440719,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,0,970411,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3754,1679,1782,1782,1470,OWNER,481224,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,2,940210,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3755,1855,1966,1966,1622,OWNER,480701,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,2,960412,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3756,1870,1981,1981,1635,OWNER,700922,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,2,931229,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3757,2139,2259,2259,1862,OWNER,500102,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,1,950415,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3758,2273,2400,2400,1975,OWNER,590410,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,2,940907,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3759,2332,2460,2460,2025,OWNER,630105,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,2,941002,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3760,2334,2462,2462,2027,OWNER,340606,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,2,941128,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3761,2544,2686,2686,2218,OWNER,510324,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,2,941121,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3762,2545,2687,2687,2218,DISPONENT,490822,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,2,941121,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3763,2659,2814,2814,2327,OWNER,730210,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,2,930608,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3764,2694,2849,2849,2357,OWNER,280402,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,2,930104,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3765,2789,2947,2947,2440,OWNER,570518,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,2,971218,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3766,2965,3130,3130,2594,OWNER,550531,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,0,970503,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3767,2982,3147,3147,2608,OWNER,640426,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,2,950809,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3768,3266,3451,3451,2857,OWNER,740717,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,2,970428,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3769,3267,3452,3452,2857,DISPONENT,750828,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,2,970428,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3770,3290,3475,3475,2875,OWNER,570313,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,2,961224,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3771,3305,3490,3490,2888,OWNER,201016,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,2,960523,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3772,3306,3491,3491,2888,DISPONENT,221118,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,2,960523,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3773,3314,3499,3499,2895,OWNER,690316,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,2,930309,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3774,3386,3574,3574,2960,OWNER,460217,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,2,940920,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3775,3412,3601,3601,2982,OWNER,380803,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,2,960604,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3776,3413,3602,3602,2982,DISPONENT,401210,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,2,960604,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3777,3422,3612,3612,2991,OWNER,620904,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,2,930522,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3778,3423,3613,3613,2991,DISPONENT,690212,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,2,930522,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3779,3450,3642,3642,3015,OWNER,610827,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,2,960615,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3780,3627,3833,3833,3169,OWNER,350301,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,2,971219,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3781,3769,3981,3981,3290,OWNER,790616,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,2,961209,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3782,3903,4124,4124,3411,OWNER,631110,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,2,961217,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3783,4090,4321,4321,3582,OWNER,731018,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,2,950826,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3784,4091,4322,4322,3582,DISPONENT,701001,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,2,950826,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3785,4126,4360,4360,3614,OWNER,650710,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,2,960807,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3786,4546,4806,4806,3986,OWNER,440201,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,2,970620,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3787,4549,4809,4809,3989,OWNER,301101,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,2,950311,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3788,4550,4810,4810,3989,DISPONENT,350126,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,2,950311,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3789,4853,6764,6764,5602,OWNER,440412,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,0,960710,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3790,4895,7339,7339,6075,OWNER,740228,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,2,960915,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3791,4991,8909,9217,7437,OWNER,400130,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,1,970808,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3792,5021,9261,9569,7733,OWNER,500718,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,1,960708,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3793,5029,9355,9663,7815,OWNER,450924,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,1,950409,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3794,5030,9356,9664,7815,DISPONENT,441113,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,1,950409,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3795,5202,11424,11732,9528,OWNER,570520,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,2,961107,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3796,5308,12863,13171,10710,OWNER,500626,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,19,2,951030,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3797,3159,3335,3335,2762,OWNER,670210,11,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475.0,3529,19,2,930320,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999.0,1099,M
3798,8,9,9,7,OWNER,351016,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,961124,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3799,127,137,137,114,OWNER,230914,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,970314,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3800,187,198,198,164,OWNER,760714,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,960913,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3801,347,367,367,301,OWNER,630903,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,950910,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3802,348,368,368,301,DISPONENT,681014,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,950910,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3803,566,593,593,494,OWNER,540710,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,930311,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3804,595,625,625,520,OWNER,781124,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,931104,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3805,764,806,806,671,OWNER,800422,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,971029,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3806,826,873,873,728,OWNER,440105,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,951128,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3807,934,987,987,821,OWNER,520520,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,960316,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3808,991,1045,1045,867,OWNER,471224,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,971109,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3809,1030,1085,1085,901,OWNER,321219,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,940710,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3810,1043,1098,1098,911,OWNER,480910,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,960812,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3811,1052,1107,1107,918,OWNER,610426,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,960823,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3812,1298,1367,1367,1137,OWNER,651027,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,951219,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3813,1299,1368,1368,1137,DISPONENT,571230,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,951219,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3814,1496,1585,1585,1311,OWNER,350720,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,960103,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3815,1497,1586,1586,1311,DISPONENT,340112,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,960103,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3816,1508,1597,1597,1321,OWNER,560510,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,970327,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3817,1562,1654,1654,1366,OWNER,631208,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,930224,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3818,1653,1753,1753,1445,OWNER,790226,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,960316,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3819,1760,1868,1868,1541,OWNER,800216,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,961018,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3820,1862,1973,1973,1628,OWNER,310913,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,930110,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3821,1965,2080,2080,1715,OWNER,631226,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,960526,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3822,2037,2154,2154,1777,OWNER,571128,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,961010,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3823,2159,2282,2282,1881,OWNER,730311,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,970817,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3824,2195,2320,2320,1910,OWNER,510523,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,960906,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3825,2207,2332,2332,1922,OWNER,491222,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,960209,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3826,2208,2333,2333,1922,DISPONENT,491012,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,960209,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3827,2546,2688,2688,2219,OWNER,671024,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,930311,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3828,2639,2791,2791,2307,OWNER,211010,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,950712,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3829,2724,2880,2880,2385,OWNER,521230,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,961115,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3830,2825,2984,2984,2472,OWNER,630524,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,940208,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3831,2826,2985,2985,2472,DISPONENT,600413,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,940208,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3832,2864,3024,3024,2505,OWNER,290308,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,960516,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3833,2865,3025,3025,2505,DISPONENT,321227,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,960516,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3834,2948,3113,3113,2580,OWNER,711112,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,951109,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3835,2949,3114,3114,2580,DISPONENT,710224,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,951109,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3836,3138,3313,3313,2745,OWNER,460210,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,970928,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3837,3398,3586,3586,2970,OWNER,430411,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,930122,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3838,3399,3587,3587,2970,DISPONENT,391201,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,930122,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3839,3561,3762,3762,3111,OWNER,590218,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,951108,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3840,3992,4222,4222,3494,OWNER,280816,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,960722,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3841,4405,4660,4660,3866,OWNER,750706,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,950905,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3842,4594,4941,4941,4102,OWNER,790225,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,961113,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3843,4706,5366,5366,4448,OWNER,710920,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,930602,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3844,4707,5367,5367,4448,DISPONENT,790606,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,930602,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3845,4710,5379,5379,4458,OWNER,780320,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,960423,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3846,4780,6001,6001,4969,OWNER,370501,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,1,960819,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
3847,4952,8333,8333,6902,OWNER,660201,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,60,2,961022,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,M
